pays,annee,total,male,female,F 00-14,M 00-14,F 15-29,M 15-29,F 30-44,M 30-44,F 45-59,M 45-59,F 60+,M 60+,00-14,15-29,30-44,45-59,60+
Bosnia and Herzegovina,1982,4265310.0,2111162,2154148,569883.0,606254.0,605926.0,645707.0,414134.0,401453.0,361445.0,326902.0,202760.0,130846.0,1176137.0,1251633.0,815587.0,688347.0,333606.0
Bosnia and Herzegovina,1983,4308106.0,2132673,2175433,566897.0,602444.0,606590.0,647817.0,418986.0,407148.0,372916.0,342531.0,210044.0,132733.0,1169341.0,1254407.0,826134.0,715447.0,342777.0
Bosnia and Herzegovina,1984,4350746.0,2154061,2196685,563711.0,598458.0,606827.0,648953.0,426388.0,415888.0,381520.0,354537.0,218239.0,136225.0,1162169.0,1255780.0,842276.0,736057.0,354464.0
Bosnia and Herzegovina,1985,4392130.0,2174946,2217184,559334.0,593370.0,607194.0,649820.0,437055.0,428467.0,386447.0,361665.0,227154.0,141624.0,1152704.0,1257014.0,865522.0,748112.0,368778.0
Bosnia and Herzegovina,1986,4435504.0,2197078,2238426,555613.0,589511.0,603105.0,646025.0,450013.0,443947.0,389954.0,366182.0,239741.0,151413.0,1145124.0,1249130.0,893960.0,756136.0,391154.0
Bosnia and Herzegovina,1987,4478519.0,2219175,2259344,551520.0,585466.0,599212.0,641945.0,465560.0,462558.0,389622.0,365985.0,253430.0,163221.0,1136986.0,1241157.0,928118.0,755607.0,416651.0
Bosnia and Herzegovina,1988,4508056.0,2234335,2273721,545851.0,579708.0,593415.0,635315.0,481041.0,481454.0,385908.0,361820.0,267506.0,176038.0,1125559.0,1228730.0,962495.0,747728.0,443544.0
Bosnia and Herzegovina,1989,4506653.0,2233354,2273299,536987.0,570173.0,582861.0,623151.0,492513.0,496364.0,380033.0,355340.0,280905.0,188326.0,1107160.0,1206012.0,988877.0,735373.0,469231.0
Bosnia and Herzegovina,1990,4463422.0,2210490,2252932,523368.0,554999.0,566296.0,604223.0,497458.0,504451.0,372979.0,347789.0,292831.0,199028.0,1078367.0,1170519.0,1001909.0,720768.0,491859.0
Bosnia and Herzegovina,1991,4371603.0,2162187,2209416,502156.0,532312.0,543101.0,575252.0,496150.0,505808.0,365850.0,339748.0,302159.0,209067.0,1034468.0,1118353.0,1001958.0,705598.0,511226.0
Bosnia and Herzegovina,1992,4239154.0,2092646,2146508,477603.0,505650.0,514381.0,540332.0,488159.0,499760.0,358174.0,331013.0,308191.0,215891.0,983253.0,1054713.0,987919.0,689187.0,524082.0
Bosnia and Herzegovina,1993,4087999.0,2013408,2074591,452007.0,477751.0,483801.0,503866.0,475849.0,488647.0,350791.0,322631.0,312143.0,220513.0,929758.0,987667.0,964496.0,673422.0,532656.0
Bosnia and Herzegovina,1994,3948816.0,1940637,2008179,428993.0,452974.0,455856.0,471042.0,462439.0,475826.0,344507.0,315656.0,316384.0,225139.0,881967.0,926898.0,938265.0,660163.0,541523.0
Bosnia and Herzegovina,1995,3843712.0,1885952,1957760,411528.0,434871.0,433164.0,444864.0,450122.0,463610.0,339975.0,310943.0,322971.0,231664.0,846399.0,878028.0,913732.0,650918.0,554635.0
Bosnia and Herzegovina,1996,3780378.0,1853417,1926961,399400.0,421433.0,421325.0,432877.0,443836.0,456944.0,333752.0,304527.0,328648.0,237636.0,820833.0,854202.0,900780.0,638279.0,566284.0
Bosnia and Herzegovina,1997,3752431.0,1839650,1912781,392185.0,413904.0,414454.0,426824.0,438759.0,451618.0,329951.0,301118.0,337432.0,246186.0,806089.0,841278.0,890377.0,631069.0,583618.0
Bosnia and Herzegovina,1998,3750485.0,1839591,1910894,388192.0,410262.0,411394.0,425227.0,434701.0,447317.0,328850.0,300936.0,347757.0,255849.0,798454.0,836621.0,882018.0,629786.0,603606.0
Bosnia and Herzegovina,1999,3759118.0,1844985,1914133,384404.0,406945.0,410328.0,425873.0,431463.0,443638.0,330967.0,304361.0,356971.0,264168.0,791349.0,836201.0,875101.0,635328.0,621139.0
Bosnia and Herzegovina,2000,3766706.0,1849595,1917111,378695.0,401426.0,409925.0,427107.0,428767.0,440164.0,336414.0,311368.0,363310.0,269530.0,780121.0,837032.0,868931.0,647782.0,632840.0
Bosnia and Herzegovina,2001,3771284.0,1852352,1918932,371068.0,393570.0,409646.0,428020.0,426659.0,436818.0,343556.0,320227.0,368003.0,273717.0,764638.0,837666.0,863477.0,663783.0,641720.0
Bosnia and Herzegovina,2002,3775807.0,1854856,1920951,360242.0,382200.0,410043.0,429556.0,426162.0,434810.0,353965.0,332516.0,370539.0,275774.0,742442.0,839599.0,860972.0,686481.0,646313.0
Bosnia and Herzegovina,2003,3779247.0,1856642,1922605,347473.0,368683.0,410622.0,431140.0,426299.0,433350.0,366232.0,346810.0,371979.0,276659.0,716156.0,841762.0,859649.0,713042.0,648638.0
Bosnia and Herzegovina,2004,3781287.0,1857663,1923624,335210.0,355688.0,410716.0,432014.0,425502.0,431178.0,378201.0,361010.0,373995.0,277773.0,690898.0,842730.0,856680.0,739211.0,651768.0
Bosnia and Herzegovina,2005,3781530.0,1857792,1923738,324853.0,344751.0,409913.0,431715.0,422872.0,427615.0,388459.0,373737.0,377641.0,279974.0,669604.0,841628.0,850487.0,762196.0,657615.0
Bosnia and Herzegovina,2006,3779468.0,1856780,1922688,313472.0,332784.0,408579.0,430682.0,419018.0,423385.0,398032.0,385669.0,383587.0,284260.0,646256.0,839261.0,842403.0,783701.0,667847.0
Bosnia and Herzegovina,2007,3774000.0,1854031,1919969,305697.0,324660.0,405724.0,427706.0,412812.0,417178.0,405506.0,395713.0,390230.0,288774.0,630357.0,833430.0,829990.0,801219.0,679004.0
Bosnia and Herzegovina,2008,3763599.0,1848798,1914801,299824.0,318559.0,401639.0,423236.0,405225.0,409926.0,410738.0,403518.0,397375.0,293559.0,618383.0,824875.0,815151.0,814256.0,690934.0
Brazil,1970,95326793.0,47494553,47832240,20016051.0,20209417.0,12555976.0,12622625.0,7817619.0,7806804.0,4585609.0,4492333.0,2856985.0,2363374.0,40225468.0,25178601.0,15624423.0,9077942.0,5220359.0
Brazil,1971,97728961.0,48682483,49046478,20353015.0,20548155.0,13010435.0,13072410.0,8003107.0,7980555.0,4727291.0,4629115.0,2952630.0,2452248.0,40901170.0,26082845.0,15983662.0,9356406.0,5404878.0
Brazil,1972,100143598.0,49874580,50269018,20686220.0,20878057.0,13481443.0,13540154.0,8170718.0,8137267.0,4880802.0,4777642.0,3049835.0,2541460.0,41564277.0,27021597.0,16307985.0,9658444.0,5591295.0
Brazil,1973,102584278.0,51078253,51506025,21009797.0,21194941.0,13968608.0,14025046.0,8335982.0,8292473.0,5043084.0,4934977.0,3148554.0,2630816.0,42204738.0,27993654.0,16628455.0,9978061.0,5779370.0
Brazil,1974,105069367.0,52303519,52765848,21313734.0,21491219.0,14471808.0,14526337.0,8522769.0,8469921.0,5209239.0,5096326.0,3248298.0,2719716.0,42804953.0,28998145.0,16992690.0,10305565.0,5968014.0
Brazil,1975,107612100.0,53557580,54054520,21597608.0,21768774.0,14987886.0,15040240.0,8744750.0,8682917.0,5375595.0,5257899.0,3348681.0,2807750.0,43366382.0,30028126.0,17427667.0,10633494.0,6156431.0
Brazil,1976,110213082.0,54840928,55372154,21896692.0,22094299.0,15507422.0,15549571.0,8992703.0,8916219.0,5528991.0,5394361.0,3446346.0,2886478.0,43990991.0,31056993.0,17908922.0,10923352.0,6332824.0
Brazil,1977,112867867.0,56151163,56716704,22189691.0,22412689.0,16031533.0,16064931.0,9272612.0,9182721.0,5680098.0,5529316.0,3542770.0,2961506.0,44602380.0,32096464.0,18455333.0,11209414.0,6504276.0
Brazil,1978,115577669.0,57488749,58088920,22479073.0,22728339.0,16553789.0,16578885.0,9580418.0,9477679.0,5834731.0,5668233.0,3640909.0,3035613.0,45207412.0,33132674.0,19058097.0,11502964.0,6676522.0
Brazil,1979,118342626.0,58853469,59489157,22771512.0,23049200.0,17064264.0,17080567.0,9907147.0,9791826.0,6001903.0,5819707.0,3744331.0,3112169.0,45820712.0,34144831.0,19698973.0,11821610.0,6856500.0
Brazil,1980,121159761.0,60243562,60916199,23072471.0,23380984.0,17555278.0,17561983.0,10246859.0,10119130.0,6186284.0,5988130.0,3855307.0,3193335.0,46453455.0,35117261.0,20365989.0,12174414.0,7048642.0
Brazil,1981,124030908.0,61659965,62370943,23449699.0,23810697.0,18003053.0,17992897.0,10584544.0,10439671.0,6367133.0,6140624.0,3966514.0,3276076.0,47260396.0,35995950.0,21024215.0,12507757.0,7242590.0
Brazil,1982,126947365.0,63098241,63849124,23816082.0,24230026.0,18436877.0,18411222.0,10941241.0,10780160.0,6570454.0,6316019.0,4084470.0,3360814.0,48046108.0,36848099.0,21721401.0,12886473.0,7445284.0
Brazil,1983,129882321.0,64544469,65337852,24174243.0,24641074.0,18851067.0,18811629.0,11317290.0,11140118.0,6784840.0,6503095.0,4210412.0,3448553.0,48815317.0,37662696.0,22457408.0,13287935.0,7658965.0
Brazil,1984,132800684.0,65980446,66820238,24520033.0,25038170.0,19243398.0,19192673.0,11716247.0,11522300.0,6993928.0,6686046.0,4346632.0,3541257.0,49558203.0,38436071.0,23238547.0,13679974.0,7887889.0
Brazil,1985,135676281.0,67392605,68283676,24843667.0,25409927.0,19615200.0,19556578.0,12140720.0,11928766.0,7189272.0,6856896.0,4494817.0,3640438.0,50253594.0,39171778.0,24069486.0,14046168.0,8135255.0
Brazil,1986,138499464.0,68776051,69723413,25177728.0,25796020.0,19958199.0,19885364.0,12579290.0,12343987.0,7356439.0,6991480.0,4651757.0,3759200.0,50973748.0,39843563.0,24923277.0,14347919.0,8410957.0
Brazil,1987,141273488.0,70132512,71140976,25462928.0,26130862.0,20292538.0,20209899.0,13045798.0,12785522.0,7517606.0,7122171.0,4822106.0,3884058.0,51593790.0,40502437.0,25831320.0,14639777.0,8706164.0
Brazil,1988,144001542.0,71463558,72537984,25705432.0,26419028.0,20615675.0,20529131.0,13533562.0,13246300.0,7682963.0,7259110.0,5000352.0,4009989.0,52124460.0,41144806.0,26779862.0,14942073.0,9010341.0
Brazil,1989,146691981.0,72773389,73918592,25912410.0,26666300.0,20925387.0,20842261.0,14033759.0,13717272.0,7869031.0,7418004.0,5178005.0,4129552.0,52578710.0,41767648.0,27751031.0,15287035.0,9307557.0
Brazil,1990,149352145.0,74065784,75286361,26085715.0,26874005.0,21223121.0,21151582.0,14540263.0,14192265.0,8086395.0,7608520.0,5350867.0,4239412.0,52959720.0,42374703.0,28732528.0,15694915.0,9590279.0
Brazil,1991,151976577.0,75337893,76638684,26179294.0,27001668.0,21533973.0,21468174.0,15065018.0,14680292.0,8327686.0,7814901.0,5532713.0,4372858.0,53180962.0,43002147.0,29745310.0,16142587.0,9905571.0
Brazil,1992,154564278.0,76589451,77974827,26263310.0,27115018.0,21821487.0,21769148.0,15587264.0,15163630.0,8597215.0,8048676.0,5705551.0,4492979.0,53378328.0,43590635.0,30750894.0,16645891.0,10198530.0
Brazil,1993,157132682.0,77830183,79302499,26322701.0,27199538.0,22104598.0,22074464.0,16103852.0,15639623.0,8892812.0,8308244.0,5878536.0,4608314.0,53522239.0,44179062.0,31743475.0,17201056.0,10486850.0
Brazil,1994,159705123.0,79073046,80632077,26341422.0,27240647.0,22407649.0,22408860.0,16609445.0,16103724.0,9209129.0,8589481.0,6064432.0,4730334.0,53582069.0,44816509.0,32713169.0,17798610.0,10794766.0
Brazil,1995,162296612.0,80326481,81970131,26318279.0,27238151.0,22741517.0,22783081.0,17097973.0,16550722.0,9542133.0,8889318.0,6270229.0,4865209.0,53556430.0,45524598.0,33648695.0,18431451.0,11135438.0
Brazil,1996,164913306.0,81593981,83319325,26290516.0,27224913.0,23087750.0,23156210.0,17552303.0,16960611.0,9872904.0,9185904.0,6515852.0,5066343.0,53515429.0,46243960.0,34512914.0,19058808.0,11582195.0
Brazil,1997,167545164.0,82870275,84674889,26231178.0,27179497.0,23458091.0,23560220.0,17985551.0,17351185.0,10220306.0,9499567.0,6779763.0,5279806.0,53410675.0,47018311.0,35336736.0,19719873.0,12059569.0
Brazil,1998,170170640.0,84144042,86026598,26143950.0,27104660.0,23839945.0,23981770.0,18398467.0,17724037.0,10587860.0,9833379.0,7056376.0,5500196.0,53248610.0,47821715.0,36122504.0,20421239.0,12556572.0
Brazil,1999,172759243.0,85399151,87360092,26035772.0,27006829.0,24213411.0,24399187.0,18793616.0,18082558.0,10981052.0,10191695.0,7336241.0,5718882.0,53042601.0,48612598.0,36876174.0,21172747.0,13055123.0
Brazil,2000,175287587.0,86623241,88664346,25908952.0,26888092.0,24564766.0,24797389.0,19173226.0,18429493.0,11402581.0,10576343.0,7614821.0,5931924.0,52797044.0,49362155.0,37602719.0,21978924.0,13546745.0
Brazil,2001,177750670.0,87813754,89936916,25824111.0,26807482.0,24875829.0,25142657.0,19517713.0,18745952.0,11827463.0,10959146.0,7891800.0,6158517.0,52631593.0,50018486.0,38263665.0,22786609.0,14050317.0
Brazil,2002,180151021.0,88972136,91178885,25687761.0,26674588.0,25177601.0,25479513.0,19857881.0,19063605.0,12282389.0,11369286.0,8173253.0,6385144.0,52362349.0,50657114.0,38921486.0,23651675.0,14558397.0
Brazil,2003,182482149.0,90095059,92387090,25519386.0,26507714.0,25453368.0,25791273.0,20189664.0,19379211.0,12760499.0,11800314.0,8464173.0,6616547.0,52027100.0,51244641.0,39568875.0,24560813.0,15080720.0
Brazil,2004,184738458.0,91179697,93558761,25340607.0,26327987.0,25683640.0,26058010.0,20508998.0,19689617.0,13253133.0,12244312.0,8772383.0,6859771.0,51668594.0,51741650.0,40198615.0,25497445.0,15632154.0
Brazil,2005,186917361.0,92224752,94692609,25158793.0,26143087.0,25858938.0,26270028.0,20816222.0,19995390.0,13754555.0,12696194.0,9104101.0,7120053.0,51301880.0,52128966.0,40811612.0,26450749.0,16224154.0
Brazil,2006,189012412.0,93226927,95785485,24932375.0,25913958.0,26009064.0,26449614.0,21129954.0,20316364.0,14261852.0,13147615.0,9452240.0,7399376.0,50846333.0,52458678.0,41446318.0,27409467.0,16851616.0
Brazil,2007,191026637.0,94187803,96838834,24720055.0,25697690.0,26097201.0,26564875.0,21427522.0,20629247.0,14774598.0,13604704.0,9819458.0,7691287.0,50417745.0,52662076.0,42056769.0,28379302.0,17510745.0
Brazil,2008,192979029.0,95117172,97861857,24508027.0,25480611.0,26135601.0,26629469.0,21722536.0,20946772.0,15286256.0,14061687.0,10209437.0,7998633.0,49988638.0,52765070.0,42669308.0,29347943.0,18208070.0
Bulgaria,1970,8489574.0,4243738,4245836,946600.0,993874.0,958074.0,985137.0,930227.0,940720.0,743632.0,739898.0,667303.0,584109.0,1940474.0,1943211.0,1870947.0,1483530.0,1251412.0
Bulgaria,1971,8536395.0,4266524,4269871,944435.0,992762.0,966506.0,994647.0,917648.0,927548.0,757055.0,750866.0,684227.0,600701.0,1937197.0,1961153.0,1845196.0,1507921.0,1284928.0
Bulgaria,1972,8576200.0,4285543,4290657,942118.0,991683.0,973889.0,1002885.0,905866.0,914636.0,767480.0,759035.0,701304.0,617304.0,1933801.0,1976774.0,1820502.0,1526515.0,1318608.0
Bulgaria,1973,8620967.0,4306821,4314146,941387.0,992213.0,980295.0,1010087.0,896501.0,903913.0,777916.0,767602.0,718047.0,633006.0,1933600.0,1990382.0,1800414.0,1545518.0,1351053.0
Bulgaria,1974,8678745.0,4334408,4344337,943334.0,995251.0,985020.0,1015600.0,890579.0,896778.0,792665.0,781109.0,732739.0,645670.0,1938585.0,2000620.0,1787357.0,1573774.0,1378409.0
Bulgaria,1975,8720742.0,4353965,4366777,944653.0,997250.0,984024.0,1015225.0,885385.0,890691.0,810997.0,799003.0,741718.0,651796.0,1941903.0,1999249.0,1776076.0,1610000.0,1393514.0
Bulgaria,1976,8758599.0,4371320,4387279,948329.0,1001803.0,979126.0,1011071.0,882440.0,887035.0,832250.0,818831.0,745134.0,652580.0,1950132.0,1990197.0,1769475.0,1651081.0,1397714.0
Bulgaria,1977,8804183.0,4392359,4411824,952928.0,1007009.0,971685.0,1004367.0,883429.0,887620.0,859370.0,845066.0,744412.0,648297.0,1959937.0,1976052.0,1771049.0,1704436.0,1392709.0
Bulgaria,1978,8814032.0,4395323,4418709,953374.0,1007546.0,958348.0,991735.0,883572.0,887432.0,883921.0,869082.0,739494.0,639528.0,1960920.0,1950083.0,1771004.0,1753003.0,1379022.0
Bulgaria,1979,8825940.0,4398954,4426986,953231.0,1007261.0,945449.0,979814.0,885979.0,889361.0,903328.0,887942.0,738999.0,634576.0,1960492.0,1925263.0,1775340.0,1791270.0,1373575.0
Bulgaria,1980,8861535.0,4413940,4447595,954536.0,1008349.0,936534.0,972373.0,892295.0,894924.0,916290.0,900180.0,747940.0,638114.0,1962885.0,1908907.0,1787219.0,1816470.0,1386054.0
Bulgaria,1981,8891117.0,4425480,4465637,956672.0,1010209.0,929534.0,966062.0,899164.0,901318.0,919864.0,900809.0,760403.0,647082.0,1966881.0,1895596.0,1800482.0,1820673.0,1407485.0
Bulgaria,1982,8917457.0,4434983,4482474,956027.0,1009388.0,923617.0,960751.0,907612.0,909311.0,915402.0,893829.0,779816.0,661704.0,1965415.0,1884368.0,1816923.0,1809231.0,1441520.0
Bulgaria,1983,8939738.0,4442063,4497675,953242.0,1006370.0,918692.0,956224.0,916911.0,918250.0,905065.0,881718.0,803765.0,679501.0,1959612.0,1874916.0,1835161.0,1786783.0,1483266.0
Bulgaria,1984,8960679.0,4448114,4512565,949821.0,1002480.0,914748.0,952322.0,926502.0,927683.0,893134.0,868696.0,828360.0,696933.0,1952301.0,1867070.0,1854185.0,1761830.0,1525293.0
Bulgaria,1985,8960547.0,4443375,4517172,944132.0,995876.0,909666.0,946824.0,933792.0,934973.0,880485.0,855403.0,849097.0,710299.0,1940008.0,1856490.0,1868765.0,1735888.0,1559396.0
Bulgaria,1986,8958171.0,4437222,4520949,932675.0,983834.0,905717.0,941741.0,941519.0,942121.0,869700.0,842486.0,871338.0,727040.0,1916509.0,1847458.0,1883640.0,1712186.0,1598378.0
Bulgaria,1987,8971359.0,4438493,4532866,925511.0,975800.0,903964.0,938803.0,950015.0,950090.0,861008.0,831698.0,892368.0,742102.0,1901311.0,1842767.0,1900105.0,1692706.0,1634470.0
Bulgaria,1988,8981446.0,4437978,4543468,918228.0,967438.0,903149.0,936923.0,956893.0,956301.0,853591.0,822267.0,911607.0,755049.0,1885666.0,1840072.0,1913194.0,1675858.0,1666656.0
Bulgaria,1989,8876972.0,4380725,4496247,896080.0,943690.0,892873.0,925515.0,949548.0,948045.0,838135.0,805453.0,919611.0,758022.0,1839770.0,1818388.0,1897593.0,1643588.0,1677633.0
Bulgaria,1990,8718289.0,4296743,4421546,863970.0,909933.0,879430.0,911192.0,933822.0,931219.0,821153.0,787731.0,923171.0,756668.0,1773903.0,1790622.0,1865041.0,1608884.0,1679839.0
Bulgaria,1991,8632367.0,4248632,4383735,842156.0,886415.0,872410.0,904585.0,920208.0,916441.0,813299.0,776745.0,935662.0,764446.0,1728571.0,1776995.0,1836649.0,1590044.0,1700108.0
Bulgaria,1992,8540164.0,4197429,4342735,813753.0,856645.0,867249.0,899952.0,903757.0,899226.0,809340.0,769936.0,948636.0,771670.0,1670398.0,1767201.0,1802983.0,1579276.0,1720306.0
Bulgaria,1993,8472313.0,4158316,4313997,783879.0,825676.0,865959.0,899500.0,888517.0,883729.0,811138.0,769136.0,964504.0,780275.0,1609555.0,1765459.0,1772246.0,1580274.0,1744779.0
Bulgaria,1994,8443591.0,4138669,4304922,757673.0,798477.0,868291.0,903072.0,877159.0,872721.0,818485.0,774205.0,983314.0,790194.0,1556150.0,1771363.0,1749880.0,1592690.0,1773508.0
Bulgaria,1995,8406067.0,4115114,4290953,732913.0,772571.0,868200.0,904433.0,865611.0,862184.0,825697.0,779795.0,998532.0,796131.0,1505484.0,1772633.0,1727795.0,1605492.0,1794663.0
Bulgaria,1996,8362826.0,4089272,4273554,707761.0,745902.0,868241.0,905518.0,857232.0,855048.0,832107.0,783348.0,1008213.0,799456.0,1453663.0,1773759.0,1712280.0,1615455.0,1807669.0
Bulgaria,1997,8312068.0,4060288,4251780,684950.0,721315.0,865526.0,904050.0,848608.0,848252.0,838572.0,787837.0,1014124.0,798834.0,1406265.0,1769576.0,1696860.0,1626409.0,1812958.0
Bulgaria,1998,8256786.0,4029661,4227125,663944.0,698556.0,860750.0,900738.0,840144.0,841953.0,845085.0,793216.0,1017202.0,795198.0,1362500.0,1761488.0,1682097.0,1638301.0,1812400.0
Bulgaria,1999,8210624.0,4004021,4206603,643811.0,677173.0,856197.0,897806.0,833448.0,837636.0,852975.0,800622.0,1020172.0,790784.0,1320984.0,1754003.0,1671084.0,1653597.0,1810956.0
Bulgaria,2000,8170172.0,3981680,4188492,623342.0,656128.0,851973.0,895175.0,828305.0,835134.0,861633.0,809402.0,1023239.0,785841.0,1279470.0,1747148.0,1663439.0,1671035.0,1809080.0
Bulgaria,2001,8009142.0,3901107,4108035,592143.0,623182.0,833170.0,877477.0,811343.0,821633.0,857371.0,804375.0,1014008.0,774440.0,1215325.0,1710647.0,1632976.0,1661746.0,1788448.0
Bulgaria,2002,7837161.0,3815745,4021416,561944.0,591960.0,812338.0,857209.0,794268.0,808270.0,850984.0,798092.0,1001882.0,760214.0,1153904.0,1669547.0,1602538.0,1649076.0,1762096.0
Bulgaria,2003,7775327.0,3784523,3990804,541052.0,570956.0,801688.0,847397.0,789454.0,807629.0,854794.0,802286.0,1003816.0,756255.0,1112008.0,1649085.0,1597083.0,1657080.0,1760071.0
Bulgaria,2004,7716860.0,3755402,3961458,522062.0,551899.0,789333.0,835782.0,786060.0,808680.0,855965.0,805135.0,1008038.0,753906.0,1073961.0,1625115.0,1594740.0,1661100.0,1761944.0
Bulgaria,2005,7658972.0,3726978,3931994,505410.0,534986.0,774515.0,821724.0,783600.0,810825.0,853334.0,805640.0,1015135.0,753803.0,1040396.0,1596239.0,1594425.0,1658974.0,1768938.0
Bulgaria,2006,7601022.0,3698961,3902061,496687.0,526092.0,755163.0,802602.0,780394.0,811866.0,845198.0,799474.0,1024619.0,758927.0,1022779.0,1557765.0,1592260.0,1644672.0,1783546.0
Bulgaria,2007,7545338.0,3672411,3872927,488619.0,517610.0,734222.0,781986.0,778733.0,814510.0,833797.0,791816.0,1037556.0,766489.0,1006229.0,1516208.0,1593243.0,1625613.0,1804045.0
Bulgaria,2008,7492561.0,3647394,3845167,482191.0,510645.0,712290.0,760290.0,777837.0,817800.0,820119.0,783392.0,1052730.0,775267.0,992836.0,1472580.0,1595637.0,1603511.0,1827997.0
Canada,1970,21324000.0,10691816,10632184,3139468.0,3286257.0,2688109.0,2747729.0,1877422.0,1941125.0,1605615.0,1579350.0,1321570.0,1137355.0,6425725.0,5435838.0,3818547.0,3184965.0,2458925.0
Canada,1971,21645535.0,10849611,10795924,3095232.0,3241706.0,2799833.0,2868951.0,1895494.0,1963682.0,1641414.0,1607924.0,1363951.0,1167348.0,6336938.0,5668784.0,3859176.0,3249338.0,2531299.0
Canada,1972,21993631.0,11021094,10972537,3060834.0,3208083.0,2909476.0,2986896.0,1920332.0,1993299.0,1672715.0,1634254.0,1409180.0,1198562.0,6268917.0,5896372.0,3913631.0,3306969.0,2607742.0
Canada,1973,22369408.0,11205990,11163418,3031504.0,3179792.0,3017041.0,3101569.0,1955562.0,2033376.0,1701375.0,1659962.0,1457936.0,1231291.0,6211296.0,6118610.0,3988938.0,3361337.0,2689227.0
Canada,1974,22774087.0,11403846,11370241,2999824.0,3148316.0,3123671.0,3213713.0,2005021.0,2087932.0,1731021.0,1688398.0,1510704.0,1265487.0,6148140.0,6337384.0,4092953.0,3419419.0,2776191.0
Canada,1975,23209000.0,11614581,11594419,2963324.0,3110659.0,3229009.0,3322171.0,2070637.0,2159281.0,1764040.0,1721741.0,1567409.0,1300729.0,6073983.0,6551180.0,4229918.0,3485781.0,2868138.0
Canada,1976,23518000.0,11759666,11758334,2925041.0,3073820.0,3300418.0,3390064.0,2128562.0,2218067.0,1788218.0,1746121.0,1616095.0,1331594.0,5998861.0,6690482.0,4346629.0,3534339.0,2947689.0
Canada,1977,23796000.0,11887015,11908985,2872313.0,3020546.0,3364487.0,3449595.0,2196163.0,2285735.0,1811802.0,1771523.0,1664220.0,1359616.0,5892859.0,6814082.0,4481898.0,3583325.0,3023836.0
Canada,1978,24036000.0,11994122,12041878,2811749.0,2957960.0,3415738.0,3496583.0,2270839.0,2359520.0,1831466.0,1794451.0,1712086.0,1385608.0,5769709.0,6912321.0,4630359.0,3625917.0,3097694.0
Canada,1979,24277000.0,12101895,12175105,2758776.0,2903256.0,3454592.0,3532738.0,2351865.0,2438630.0,1846258.0,1813918.0,1763614.0,1413353.0,5662032.0,6987330.0,4790495.0,3660176.0,3176967.0
Canada,1980,24593000.0,12248211,12344789,2726678.0,2871283.0,3489427.0,3567244.0,2443120.0,2527127.0,1860424.0,1834256.0,1825140.0,1448301.0,5597961.0,7056671.0,4970247.0,3694680.0,3273441.0
Canada,1981,24900000.0,12391458,12508542,2706728.0,2849516.0,3508184.0,3591732.0,2534635.0,2611591.0,1872817.0,1850215.0,1886178.0,1488404.0,5556244.0,7099916.0,5146226.0,3723032.0,3374582.0
Canada,1982,25202000.0,12533389,12668611,2697217.0,2838849.0,3512182.0,3604101.0,2628046.0,2697440.0,1880303.0,1862536.0,1950863.0,1530463.0,5536066.0,7116283.0,5325486.0,3742839.0,3481326.0
Canada,1983,25456000.0,12652568,12803432,2692166.0,2832977.0,3495770.0,3598107.0,2718915.0,2780381.0,1882309.0,1870092.0,2014272.0,1571011.0,5525143.0,7093877.0,5499296.0,3752401.0,3585283.0
Canada,1984,25702000.0,12768649,12933351,2691012.0,2831291.0,3467486.0,3581166.0,2811216.0,2865289.0,1886169.0,1879444.0,2077468.0,1611459.0,5522303.0,7048652.0,5676505.0,3765613.0,3688927.0
Canada,1985,25942000.0,12882440,13059560,2691303.0,2831345.0,3430364.0,3554981.0,2903555.0,2951545.0,1894928.0,1893176.0,2139410.0,1651393.0,5522648.0,6985345.0,5855100.0,3788104.0,3790803.0
Canada,1986,26204000.0,13008005,13195995,2700684.0,2841683.0,3397404.0,3521210.0,3000780.0,3042601.0,1906864.0,1910825.0,2190263.0,1691686.0,5542367.0,6918614.0,6043381.0,3817689.0,3881949.0
Canada,1987,26550000.0,13176159,13373841,2718845.0,2861725.0,3369003.0,3491876.0,3107803.0,3145053.0,1931209.0,1940170.0,2246981.0,1737335.0,5580570.0,6860879.0,6252856.0,3871379.0,3984316.0
Canada,1988,26895000.0,13344207,13550793,2737945.0,2882121.0,3333687.0,3455769.0,3213633.0,3247566.0,1962979.0,1976147.0,2302549.0,1782604.0,5620066.0,6789456.0,6461199.0,3939126.0,4085153.0
Canada,1989,27379000.0,13580939,13798061,2773347.0,2918746.0,3308504.0,3430640.0,3332785.0,3364179.0,2014046.0,2030850.0,2369379.0,1836524.0,5692093.0,6739144.0,6696964.0,4044896.0,4205903.0
Canada,1990,27791000.0,13781230,14009770,2803445.0,2949304.0,3268587.0,3390421.0,3437436.0,3466241.0,2070374.0,2090126.0,2429928.0,1885138.0,5752749.0,6659008.0,6903677.0,4160500.0,4315066.0
Canada,1991,28171682.0,13964994,14206688,2836547.0,2983864.0,3223125.0,3342722.0,3528332.0,3553165.0,2139620.0,2155969.0,2479064.0,1929274.0,5820411.0,6565847.0,7081497.0,4295589.0,4408338.0
Canada,1992,28519597.0,14131783,14387814,2868783.0,3017970.0,3171866.0,3288009.0,3605721.0,3626950.0,2217098.0,2228827.0,2524346.0,1970027.0,5886753.0,6459875.0,7232671.0,4445925.0,4494373.0
