pays,annee,total,male,female,F 00-14,M 00-14,F 15-29,M 15-29,F 30-44,M 30-44,F 45-59,M 45-59,F 60+,M 60+,00-14,15-29,30-44,45-59,60+
Ireland,1992,3558430.0,1769498,1788932,451589.0,477423.0,441443.0,456215.0,361721.0,354952.0,248123.0,254460.0,286056.0,226448.0,929012.0,897658.0,716673.0,502583.0,512504.0
Ireland,1993,3576261.0,1777643,1798618,443086.0,468607.0,444770.0,460086.0,365985.0,358022.0,258087.0,263245.0,286690.0,227683.0,911693.0,904856.0,724007.0,521332.0,514373.0
Ireland,1994,3590386.0,1784152,1806234,433953.0,459212.0,447949.0,464018.0,369005.0,359941.0,267993.0,272098.0,287334.0,228883.0,893165.0,911967.0,728946.0,540091.0,516217.0
Ireland,1995,3608841.0,1793020,1815821,425016.0,450101.0,452692.0,469788.0,371229.0,361150.0,278073.0,281402.0,288811.0,230579.0,875117.0,922480.0,732379.0,559475.0,519390.0
Ireland,1996,3637510.0,1807113,1830397,416440.0,440734.0,461225.0,478125.0,374968.0,365311.0,287622.0,290091.0,290142.0,232852.0,857174.0,939350.0,740279.0,577713.0,522994.0
Ireland,1997,3674171.0,1825339,1848832,409254.0,432902.0,470387.0,487101.0,379024.0,369927.0,297530.0,299485.0,292637.0,235924.0,842156.0,957488.0,748951.0,597015.0,528561.0
Ireland,1998,3712696.0,1844753,1867943,402865.0,426013.0,478577.0,495230.0,383468.0,375079.0,307290.0,309001.0,295743.0,239430.0,828878.0,973807.0,758547.0,616291.0,535173.0
Ireland,1999,3754786.0,1866358,1888428,397895.0,420786.0,484647.0,501484.0,389411.0,381892.0,317057.0,318689.0,299418.0,243507.0,818681.0,986131.0,771303.0,635746.0,542925.0
Ireland,2000,3805174.0,1892566,1912608,395128.0,418070.0,488539.0,505877.0,397679.0,391144.0,327289.0,328962.0,303973.0,248513.0,813198.0,994416.0,788823.0,656251.0,552486.0
Ireland,2001,3866243.0,1924636,1941607,394197.0,417020.0,496774.0,513867.0,407335.0,403448.0,335216.0,336572.0,308085.0,253729.0,811217.0,1010641.0,810783.0,671788.0,561814.0
Ireland,2002,3931947.0,1959431,1972516,394435.0,417386.0,501411.0,518177.0,420485.0,419592.0,343342.0,344627.0,312843.0,259649.0,811821.0,1019588.0,840077.0,687969.0,572492.0
Ireland,2003,3996521.0,1993725,2002796,395844.0,418842.0,501912.0,518242.0,435835.0,438039.0,351168.0,352575.0,318037.0,266027.0,814686.0,1020154.0,873874.0,703743.0,584064.0
Ireland,2004,4070262.0,2032174,2038088,400051.0,422853.0,500272.0,515988.0,453260.0,458240.0,359666.0,361351.0,324839.0,273742.0,822904.0,1016260.0,911500.0,721017.0,598581.0
Ireland,2005,4159914.0,2077831,2082083,407976.0,430354.0,497983.0,512839.0,472584.0,479622.0,369544.0,371643.0,333996.0,283373.0,838330.0,1010822.0,952206.0,741187.0,617369.0
Ireland,2006,4273591.0,2134642,2138949,419071.0,442558.0,502997.0,515001.0,489662.0,497509.0,380883.0,382935.0,346336.0,296639.0,861629.0,1017998.0,987171.0,763818.0,642975.0
Ireland,2007,4398942.0,2196534,2202408,433193.0,457622.0,507394.0,516211.0,507779.0,515798.0,393408.0,395402.0,360634.0,311501.0,890815.0,1023605.0,1023577.0,788810.0,672135.0
Ireland,2008,4489544.0,2240444,2249100,445572.0,470542.0,505784.0,511280.0,522049.0,529475.0,402783.0,404675.0,372912.0,324472.0,916114.0,1017064.0,1051524.0,807458.0,697384.0
Israel,1970,2974000.0,1500042,1473958,474038.0,501677.0,378354.0,398479.0,249432.0,234514.0,215788.0,211030.0,156346.0,154342.0,975715.0,776833.0,483946.0,426818.0,310688.0
Israel,1971,3069000.0,1546519,1522481,485615.0,514387.0,396916.0,416519.0,253462.0,239716.0,219987.0,212583.0,166501.0,163314.0,1000002.0,813435.0,493178.0,432570.0,329815.0
Israel,1972,3148000.0,1584436,1563564,497348.0,526879.0,412237.0,430754.0,255514.0,243508.0,222133.0,212046.0,176332.0,171249.0,1024227.0,842991.0,499022.0,434179.0,347581.0
Israel,1973,3278000.0,1647663,1630337,518954.0,549491.0,432937.0,450424.0,261739.0,251565.0,227434.0,214601.0,189273.0,181582.0,1068445.0,883361.0,513304.0,442035.0,370855.0
Israel,1974,3377000.0,1695163,1681837,535600.0,566711.0,448259.0,464561.0,266761.0,258386.0,230978.0,215891.0,200239.0,189614.0,1102311.0,912820.0,525147.0,446869.0,389853.0
Israel,1975,3455000.0,1732171,1722829,547728.0,579191.0,459394.0,474660.0,272262.0,265222.0,234023.0,217346.0,209422.0,195752.0,1126919.0,934054.0,537484.0,451369.0,405174.0
Israel,1976,3533000.0,1769229,1763771,564221.0,595624.0,467061.0,481390.0,278876.0,272811.0,237631.0,219177.0,215982.0,200227.0,1159845.0,948451.0,551687.0,456808.0,416209.0
Israel,1977,3613000.0,1807326,1805674,579171.0,610624.0,473773.0,487190.0,288221.0,282746.0,242370.0,222568.0,222139.0,204198.0,1189795.0,960963.0,570967.0,464938.0,426337.0
Israel,1978,3690000.0,1844128,1845872,592423.0,623989.0,478730.0,491444.0,299499.0,294362.0,247303.0,226528.0,227917.0,207805.0,1216412.0,970174.0,593861.0,473831.0,435722.0
Israel,1979,3786000.0,1890817,1895183,608552.0,640588.0,484629.0,497113.0,313778.0,308870.0,252986.0,231339.0,235238.0,212907.0,1249140.0,981742.0,622648.0,484325.0,448145.0
Israel,1980,3878000.0,1936036,1941964,624088.0,656918.0,488704.0,501481.0,328676.0,323982.0,257362.0,235024.0,243134.0,218631.0,1281006.0,990185.0,652658.0,492386.0,461765.0
Israel,1981,3956000.0,1974830,1981170,636849.0,669739.0,491896.0,506233.0,343591.0,339099.0,259569.0,236775.0,249265.0,222984.0,1306588.0,998129.0,682690.0,496344.0,472249.0
Israel,1982,4031000.0,2012599,2018401,649403.0,682719.0,493432.0,509619.0,358950.0,354732.0,261015.0,237853.0,255601.0,227676.0,1332122.0,1003051.0,713682.0,498868.0,483277.0
Israel,1983,4105000.0,2050185,2054815,661402.0,695378.0,494717.0,512917.0,374550.0,370695.0,261971.0,238677.0,262175.0,232518.0,1356780.0,1007634.0,745245.0,500648.0,494693.0
Israel,1984,4159000.0,2077879,2081121,668856.0,703335.0,495122.0,515238.0,388142.0,384771.0,261451.0,238605.0,267550.0,235930.0,1372191.0,1010360.0,772913.0,500056.0,503480.0
Israel,1985,4233000.0,2115455,2117545,677884.0,712853.0,500395.0,522354.0,403001.0,400192.0,262136.0,240206.0,274129.0,239850.0,1390737.0,1022749.0,803193.0,502342.0,513979.0
Israel,1986,4299000.0,2148990,2150010,682597.0,718341.0,507696.0,530733.0,416923.0,414890.0,262613.0,241751.0,280181.0,243275.0,1400938.0,1038429.0,831813.0,504364.0,523456.0
Israel,1987,4369000.0,2184422,2184578,687226.0,723621.0,517532.0,541518.0,430332.0,429141.0,263046.0,243840.0,286442.0,246302.0,1410847.0,1059050.0,859473.0,506886.0,532744.0
Israel,1988,4442000.0,2220791,2221209,691611.0,728288.0,529454.0,554040.0,443028.0,442509.0,264142.0,246823.0,292974.0,249131.0,1419899.0,1083494.0,885537.0,510965.0,542105.0
Israel,1989,4518000.0,2257510,2260490,695992.0,732319.0,542734.0,567245.0,454862.0,454555.0,267029.0,251315.0,299873.0,252076.0,1428311.0,1109979.0,909417.0,518344.0,551949.0
Israel,1990,4660000.0,2325683,2334317,710323.0,746028.0,564431.0,588333.0,472077.0,471322.0,276125.0,261207.0,311361.0,258793.0,1456351.0,1152764.0,943399.0,537332.0,570154.0
Israel,1991,4949000.0,2465347,2483653,743939.0,782391.0,601917.0,624888.0,504330.0,500948.0,297179.0,281739.0,336288.0,275381.0,1526330.0,1226805.0,1005278.0,578918.0,611669.0
Israel,1992,5123000.0,2546109,2576891,758332.0,797675.0,625595.0,647038.0,523895.0,516895.0,314061.0,297912.0,355008.0,286589.0,1556007.0,1272633.0,1040790.0,611973.0,641597.0
Israel,1993,5261000.0,2608324,2652676,766359.0,805733.0,644470.0,664751.0,538248.0,527147.0,331090.0,313933.0,372509.0,296760.0,1572092.0,1309221.0,1065395.0,645023.0,669269.0
Israel,1994,5399000.0,2670976,2728024,774413.0,813816.0,662325.0,682535.0,550742.0,535537.0,349723.0,331464.0,390821.0,307624.0,1588229.0,1344860.0,1086279.0,681187.0,698445.0
Israel,1995,5545000.0,2738702,2806298,784090.0,824045.0,679930.0,701430.0,562240.0,543209.0,369959.0,350677.0,410079.0,319341.0,1608135.0,1381360.0,1105449.0,720636.0,729420.0
Israel,1996,5692000.0,2808215,2883785,797608.0,837929.0,700057.0,722762.0,571865.0,548938.0,392587.0,370957.0,421668.0,327629.0,1635537.0,1422819.0,1120803.0,763544.0,749297.0
Israel,1997,5836000.0,2877352,2958648,812010.0,853153.0,718655.0,743866.0,579172.0,552667.0,415807.0,391848.0,433004.0,335818.0,1665163.0,1462521.0,1131839.0,807655.0,768822.0
Israel,1998,5971000.0,2942944,3028056,826193.0,868468.0,734743.0,763498.0,584589.0,554922.0,438733.0,412404.0,443798.0,343652.0,1694661.0,1498241.0,1139511.0,851137.0,787450.0
Israel,1999,6125000.0,3018459,3106541,843010.0,886764.0,751628.0,784669.0,592522.0,560081.0,463041.0,434073.0,456340.0,352872.0,1729774.0,1536297.0,1152603.0,897114.0,809212.0
Israel,2000,6289000.0,3099186,3189814,860546.0,905940.0,768112.0,805725.0,603169.0,568515.0,487809.0,455895.0,470178.0,363111.0,1766486.0,1573837.0,1171684.0,943704.0,833289.0
Israel,2001,6439000.0,3173341,3265659,880357.0,926279.0,783710.0,822059.0,613516.0,580302.0,508841.0,474324.0,479235.0,370377.0,1806636.0,1605769.0,1193818.0,983165.0,849612.0
Israel,2002,6570000.0,3238523,3331477,896030.0,942900.0,795886.0,834218.0,624500.0,593701.0,528133.0,490979.0,486928.0,376725.0,1838930.0,1630104.0,1218201.0,1019112.0,863653.0
Israel,2003,6689700.0,3298389,3391311,909554.0,957624.0,805440.0,843112.0,636263.0,608664.0,545513.0,505737.0,494541.0,383252.0,1867178.0,1648552.0,1244927.0,1051250.0,877793.0
Israel,2004,6809000.0,3358131,3450869,923895.0,973257.0,813528.0,850074.0,648713.0,624806.0,560843.0,518510.0,503890.0,391484.0,1897152.0,1663602.0,1273519.0,1079353.0,895374.0
Israel,2005,6930100.0,3418710,3511390,939995.0,990606.0,820428.0,855519.0,661393.0,641446.0,573750.0,529007.0,515824.0,402132.0,1930601.0,1675947.0,1302839.0,1102757.0,917956.0
Israel,2006,7053700.0,3480361,3573339,950406.0,1001750.0,827959.0,858544.0,677452.0,663287.0,584839.0,539650.0,532683.0,417130.0,1952156.0,1686503.0,1340739.0,1124489.0,949813.0
Israel,2007,7180100.0,3543293,3636807,963297.0,1015196.0,833265.0,860157.0,694756.0,685018.0,593168.0,548083.0,552321.0,434839.0,1978493.0,1693422.0,1379774.0,1141251.0,987160.0
Israel,2008,7308800.0,3607471,3701329,977631.0,1029966.0,836902.0,861409.0,713161.0,706264.0,599036.0,554777.0,574599.0,455055.0,2007597.0,1698311.0,1419425.0,1153813.0,1029654.0
Italy,1970,53821850.0,26234187,27587663,6474766.0,6797045.0,5709672.0,5789610.0,5642889.0,5491454.0,4792136.0,4348489.0,4968200.0,3807589.0,13271811.0,11499282.0,11134343.0,9140625.0,8775789.0
Italy,1971,54073490.0,26359818,27713672,6487276.0,6811879.0,5730936.0,5821493.0,5603862.0,5468414.0,4808389.0,4363599.0,5083209.0,3894433.0,13299155.0,11552429.0,11072276.0,9171988.0,8977642.0
Italy,1972,54381345.0,26510853,27870492,6512964.0,6841388.0,5774298.0,5872657.0,5562968.0,5437224.0,4809192.0,4372970.0,5211070.0,3986614.0,13354352.0,11646955.0,11000192.0,9182162.0,9197684.0
Italy,1973,54751406.0,26689820,28061586,6542233.0,6874991.0,5835593.0,5939416.0,5529906.0,5409230.0,4812155.0,4390937.0,5341699.0,4075246.0,13417224.0,11775009.0,10939136.0,9203092.0,9416945.0
Italy,1974,55110868.0,26860819,28250049,6550382.0,6885926.0,5898957.0,6006511.0,5510435.0,5393555.0,4838892.0,4434229.0,5451383.0,4140598.0,13436308.0,11905468.0,10903990.0,9273121.0,9591981.0
Italy,1975,55441001.0,27014627,28426374,6526178.0,6861905.0,5957216.0,6067577.0,5510369.0,5397854.0,4903299.0,4513184.0,5529312.0,4174107.0,13388083.0,12024793.0,10908223.0,9416483.0,9703419.0
Italy,1976,55718260.0,27139117,28579143,6489382.0,6823935.0,6008135.0,6118842.0,5524957.0,5418189.0,4989425.0,4600746.0,5567244.0,4177405.0,13313317.0,12126977.0,10943146.0,9590171.0,9744649.0
Italy,1977,55955411.0,27241091,28714320,6412399.0,6742679.0,6054367.0,6164916.0,5564684.0,5464302.0,5110147.0,4719846.0,5572723.0,4149348.0,13155078.0,12219283.0,11028986.0,9829993.0,9722071.0
Italy,1978,56155143.0,27324455,28830688,6302599.0,6627192.0,6099034.0,6210589.0,5617993.0,5524382.0,5245162.0,4853166.0,5565900.0,4109126.0,12929791.0,12309623.0,11142375.0,10098328.0,9675026.0
Italy,1979,56317749.0,27392888,28924861,6175293.0,6495468.0,6146380.0,6261653.0,5664460.0,5577724.0,5362053.0,4974434.0,5576675.0,4083609.0,12670761.0,12408033.0,11242184.0,10336487.0,9660284.0
Italy,1980,56433883.0,27444212,28989671,6038994.0,6357472.0,6197757.0,6320653.0,5690538.0,5610588.0,5440188.0,5067643.0,5622194.0,4087856.0,12396466.0,12518410.0,11301126.0,10507831.0,9710050.0
Italy,1981,56501675.0,27478694,29022981,5889631.0,6197289.0,6261825.0,6399140.0,5698725.0,5627046.0,5478684.0,5121790.0,5694116.0,4133429.0,12086920.0,12660965.0,11325771.0,10600474.0,9827545.0
Italy,1982,56543548.0,27506112,29037436,5740840.0,6040993.0,6326575.0,6478880.0,5688776.0,5627886.0,5485213.0,5155699.0,5796032.0,4202654.0,11781833.0,12805455.0,11316662.0,10640912.0,9998686.0
Italy,1983,56564074.0,27525933,29038141,5590420.0,5884634.0,6389956.0,6556892.0,5672023.0,5623502.0,5468727.0,5174261.0,5917015.0,4286644.0,11475054.0,12946848.0,11295525.0,10642988.0,10203659.0
Italy,1984,56576718.0,27540731,29035987,5433936.0,5721577.0,6449989.0,6629794.0,5667471.0,5631557.0,5444757.0,5185633.0,6039834.0,4372170.0,11155513.0,13079783.0,11299028.0,10630390.0,10412004.0
Italy,1985,56593071.0,27553309,29039762,5271803.0,5551181.0,6504552.0,6694323.0,5686202.0,5661882.0,5423002.0,5194305.0,6154203.0,4451618.0,10822984.0,13198875.0,11348084.0,10617307.0,10605821.0
Italy,1986,56596155.0,27554606,29041549,5119045.0,5393244.0,6544042.0,6742349.0,5712947.0,5691841.0,5390093.0,5175545.0,6275422.0,4551627.0,10512289.0,13286391.0,11404788.0,10565638.0,10827049.0
Italy,1987,56601931.0,27553288,29048643,4963573.0,5231205.0,6578989.0,6783897.0,5760886.0,5742200.0,5354861.0,5149465.0,6390334.0,4646521.0,10194778.0,13362886.0,11503086.0,10504326.0,11036855.0
Italy,1988,56629288.0,27559494,29069794,4811989.0,5072705.0,6605026.0,6814741.0,5824757.0,5807854.0,5325253.0,5125644.0,6502769.0,4738550.0,9884694.0,13419767.0,11632611.0,10450897.0,11241319.0
Italy,1989,56671781.0,27571687,29100094,4671308.0,4925980.0,6611842.0,6824677.0,5891797.0,5876588.0,5309932.0,5115938.0,6615215.0,4828504.0,9597288.0,13436519.0,11768385.0,10425870.0,11443719.0
Italy,1990,56719240.0,27586142,29133098,4545171.0,4795251.0,6592149.0,6806736.0,5953331.0,5940267.0,5313812.0,5127249.0,6728635.0,4916639.0,9340422.0,13398885.0,11893598.0,10441061.0,11645274.0
Italy,1991,56758521.0,27596855,29161666,4444423.0,4690649.0,6539123.0,6750987.0,6004095.0,5991272.0,5334222.0,5150858.0,6839803.0,5013089.0,9135072.0,13290110.0,11995367.0,10485080.0,11852892.0
Italy,1992,56797087.0,27607246,29189841,4354576.0,4598319.0,6459477.0,6667471.0,6049473.0,6037701.0,5377998.0,5198285.0,6948317.0,5105470.0,8952895.0,13126948.0,12087174.0,10576283.0,12053787.0
Italy,1993,56831821.0,27615771,29216050,4276185.0,4518339.0,6356772.0,6560400.0,6093013.0,6082983.0,5433863.0,5257923.0,7056217.0,5196126.0,8794524.0,12917172.0,12175996.0,10691786.0,12252343.0
Italy,1994,56843400.0,27612882,29230518,4205865.0,4446717.0,6236420.0,6435859.0,6140113.0,6132342.0,5482788.0,5310662.0,7165332.0,5287302.0,8652582.0,12672279.0,12272455.0,10793450.0,12452634.0
Italy,1995,56844303.0,27604684,29239619,4142566.0,4382215.0,6105375.0,6301442.0,6196177.0,6191104.0,5515658.0,5347497.0,7279843.0,5382426.0,8524781.0,12406817.0,12387281.0,10863155.0,12662269.0
Italy,1996,56860281.0,27603141,29257140,4095173.0,4331039.0,5968875.0,6158391.0,6263061.0,6258677.0,5535941.0,5364130.0,7394090.0,5490904.0,8426212.0,12127266.0,12521738.0,10900071.0,12884994.0
Italy,1997,56890372.0,27608272,29282100,4054001.0,4286026.0,5826961.0,6011008.0,6339041.0,6335644.0,5544245.0,5369367.0,7517852.0,5606227.0,8340027.0,11837969.0,12674685.0,10913612.0,13124079.0
Italy,1998,56906744.0,27608714,29298030,4017401.0,4245923.0,5678093.0,5858857.0,6415793.0,6414379.0,5545531.0,5369076.0,7641212.0,5720479.0,8263324.0,11536950.0,12830172.0,10914607.0,13361691.0
Italy,1999,56916317.0,27610747,29305570,3986995.0,4213337.0,5523966.0,5704796.0,6486247.0,6488888.0,5553597.0,5378008.0,7754765.0,5825718.0,8200332.0,11228762.0,12975135.0,10931605.0,13580483.0
Italy,2000,56942108.0,27627304,29314804,3965423.0,4191772.0,5368118.0,5552858.0,6546939.0,6556426.0,5578428.0,5406612.0,7855896.0,5919636.0,8157195.0,10920976.0,13103365.0,10985040.0,13775532.0
Italy,2001,56974100.0,27654976,29319124,3941677.0,4167740.0,5232311.0,5425253.0,6623079.0,6638881.0,5608594.0,5433512.0,7913463.0,5989590.0,8109417.0,10657564.0,13261960.0,11042106.0,13903053.0
Italy,2002,57059007.0,27715003,29344004,3931578.0,4158983.0,5094544.0,5296949.0,6697537.0,6723735.0,5659290.0,5485148.0,7961055.0,6050188.0,8090561.0,10391493.0,13421272.0,11144438.0,14011243.0
Italy,2003,57313203.0,27859402,29453801,3939808.0,4169431.0,4970334.0,5181791.0,6779001.0,6817910.0,5737825.0,5567125.0,8026833.0,6123145.0,8109239.0,10152125.0,13596911.0,11304950.0,14149978.0
Italy,2004,57685327.0,28057120,29628207,3958092.0,4189025.0,4861566.0,5079741.0,6854805.0,6905915.0,5832270.0,5665467.0,8121474.0,6216972.0,8147117.0,9941307.0,13760720.0,11497737.0,14338446.0
Italy,2005,57969484.0,28203841,29765643,3969482.0,4199078.0,4755417.0,4976706.0,6895463.0,6956157.0,5918227.0,5754428.0,8227054.0,6317472.0,8168560.0,9732123.0,13851620.0,11672655.0,14544526.0
Italy,2006,58143979.0,28287168,29856811,3983555.0,4215034.0,4668009.0,4883190.0,6875706.0,6937127.0,5998072.0,5823977.0,8331469.0,6427840.0,8198589.0,9551199.0,13812833.0,11822049.0,14759309.0
Italy,2007,58438310.0,28420657,30017653,4002924.0,4234587.0,4604979.0,4813720.0,6845264.0,6904206.0,6090685.0,5903397.0,8473801.0,6564747.0,8237511.0,9418699.0,13749470.0,11994082.0,15038548.0
Italy,2008,58826731.0,28595761,30230970,4025550.0,4256659.0,4560970.0,4764258.0,6804309.0,6859429.0,6196517.0,5995109.0,8643624.0,6720306.0,8282209.0,9325228.0,13663738.0,12191626.0,15363930.0
Japan,1970,104345000.0,51432558,52912442,12263945.0,12897262.0,14411957.0,14856704.0,11972586.0,11943828.0,8259057.0,6839877.0,6004897.0,4894887.0,25161207.0,29268661.0,23916414.0,15098934.0,10899784.0
Japan,1971,105697000.0,52114275,53582725,12382365.0,13021221.0,14363014.0,14837504.0,12134585.0,12163696.0,8476759.0,7044065.0,6226002.0,5047789.0,25403586.0,29200518.0,24298281.0,15520824.0,11273791.0
Japan,1972,107188000.0,52864973,54323027,12596658.0,13247464.0,14274853.0,14776898.0,12289008.0,12348916.0,8700814.0,7287718.0,6461694.0,5203977.0,25844122.0,29051751.0,24637924.0,15988532.0,11665671.0
Japan,1973,108079000.0,53319218,54759782,12785474.0,13447188.0,14058443.0,14581645.0,12371006.0,12443918.0,8878656.0,7519766.0,6666203.0,5326701.0,26232662.0,28640088.0,24814924.0,16398422.0,11992904.0
Japan,1974,110162000.0,54359976,55802024,13097862.0,13775650.0,13961123.0,14507568.0,12619437.0,12704930.0,9172817.0,7867226.0,6950785.0,5504602.0,26873512.0,28468691.0,25324367.0,17040043.0,12455387.0
Japan,1975,111940000.0,55248003,56691997,13316470.0,14003878.0,13797147.0,14361597.0,12882886.0,12989455.0,9469783.0,8227370.0,7225711.0,5665703.0,27320348.0,28158744.0,25872341.0,17697153.0,12891414.0
Japan,1976,112771000.0,55665827,57105173,13459559.0,14154833.0,13467102.0,14035355.0,13045962.0,13169631.0,9691423.0,8521046.0,7441127.0,5784962.0,27614392.0,27502457.0,26215593.0,18212469.0,13226089.0
Japan,1977,113863000.0,56209690,57653310,13518532.0,14216455.0,13171040.0,13743913.0,13301382.0,13450664.0,9971640.0,8873306.0,7690716.0,5925352.0,27734987.0,26914953.0,26752046.0,18844946.0,13616068.0
Japan,1978,114898000.0,56723089,58174911,13494043.0,14189824.0,12882409.0,13458304.0,13580303.0,13760620.0,10264002.0,9243440.0,7954154.0,6070901.0,27683867.0,26340713.0,27340923.0,19507442.0,14025055.0
Japan,1979,115870000.0,57203779,58666221,13452458.0,14145279.0,12618976.0,13195137.0,13828886.0,14039804.0,10537123.0,9604651.0,8228778.0,6218908.0,27597737.0,25814113.0,27868690.0,20141774.0,14447686.0
Japan,1980,116782000.0,57653752,59128248,13425462.0,14116492.0,12398846.0,12972662.0,14015119.0,14252749.0,10774108.0,9941515.0,8514713.0,6370334.0,27541954.0,25371508.0,28267868.0,20715623.0,14885047.0
Japan,1981,117648000.0,58080129,59567871,13265609.0,13952801.0,12270101.0,12845831.0,14195859.0,14460804.0,11004820.0,10271406.0,8831482.0,6549287.0,27218410.0,25115932.0,28656663.0,21276226.0,15380769.0
Japan,1982,118449000.0,58473267,59975733,13173654.0,13859434.0,12167546.0,12740157.0,14298030.0,14586650.0,11191135.0,10567897.0,9145368.0,6719129.0,27033088.0,24907703.0,28884680.0,21759032.0,15864497.0
Japan,1983,119259000.0,58869083,60389917,13103018.0,13787833.0,12117049.0,12685027.0,14344452.0,14654436.0,11354571.0,10841771.0,9470827.0,6900016.0,26890851.0,24802076.0,28998888.0,22196342.0,16370843.0
Japan,1984,120018000.0,59237128,60780872,12965798.0,13645819.0,12133647.0,12699602.0,14351900.0,14683263.0,11512612.0,11096482.0,9816915.0,7111962.0,26611617.0,24833249.0,29035163.0,22609094.0,16928877.0
Japan,1985,120754000.0,59590692,61163308,12732469.0,13402219.0,12225482.0,12794196.0,14333761.0,14687586.0,11679538.0,11338098.0,10192058.0,7368593.0,26134688.0,25019678.0,29021347.0,23017636.0,17560651.0
Japan,1986,121492000.0,59941742,61550258,12523978.0,13185751.0,12353973.0,12918114.0,14267969.0,14642179.0,11830942.0,11533876.0,10573396.0,7661822.0,25709729.0,25272087.0,28910148.0,23364818.0,18235218.0
Japan,1987,122091000.0,60221118,61869882,12203089.0,12851260.0,12546615.0,13110047.0,14169359.0,14565335.0,11976654.0,11704453.0,10974165.0,7990023.0,25054349.0,25656662.0,28734694.0,23681107.0,18964188.0
Japan,1988,122613000.0,60460567,62152433,11816334.0,12446636.0,12772999.0,13338911.0,14038188.0,14456092.0,12130726.0,11872290.0,11394186.0,8346638.0,24262970.0,26111910.0,28494280.0,24003016.0,19740824.0
Japan,1989,123116000.0,60690305,62425695,11442131.0,12054357.0,12981237.0,13549584.0,13866111.0,14303440.0,12308666.0,12065830.0,11827550.0,8717094.0,23496488.0,26530821.0,28169551.0,24374496.0,20544644.0
Japan,1990,123537000.0,60880390,62656610,11113321.0,11709818.0,13129248.0,13697519.0,13641667.0,14093893.0,12510143.0,12292819.0,12262231.0,9086341.0,22823139.0,26826767.0,27735560.0,24802962.0,21348572.0
Japan,1991,123921000.0,61053609,62867391,10812472.0,11394497.0,13262543.0,13839811.0,13382003.0,13842442.0,12731697.0,12533412.0,12678676.0,9443447.0,22206969.0,27102354.0,27224445.0,25265109.0,22122123.0
Japan,1992,124229000.0,61190318,63038682,10546434.0,11116032.0,13335772.0,13919367.0,13081216.0,13547118.0,12978980.0,12809303.0,13096280.0,9798498.0,21662466.0,27255139.0,26628334.0,25788283.0,22894778.0
Japan,1993,124536000.0,61326344,63209656,10317446.0,10876355.0,13362921.0,13951216.0,12772932.0,13241384.0,13237654.0,13103056.0,13518703.0,10154333.0,21193801.0,27314137.0,26014316.0,26340710.0,23673036.0
Japan,1994,124961000.0,61518591,63442409,10113991.0,10662963.0,13374723.0,13968411.0,12508412.0,12976719.0,13488871.0,13390844.0,13956412.0,10519654.0,20776954.0,27343134.0,25485131.0,26879715.0,24476066.0
Japan,1995,125439000.0,61733877,63705123,9919872.0,10458581.0,13373453.0,13973837.0,12306150.0,12771281.0,13704002.0,13641003.0,14401646.0,10889175.0,20378453.0,27347290.0,25077431.0,27345005.0,25290821.0
Japan,1996,125757000.0,61867036,63889964,9730029.0,10260703.0,13316268.0,13919111.0,12149972.0,12608394.0,13869649.0,13828209.0,14824046.0,11250619.0,19990732.0,27235379.0,24758366.0,27697858.0,26074665.0
Japan,1997,126057000.0,61988550,64068450,9562880.0,10085952.0,13230579.0,13835695.0,12045046.0,12492771.0,13988359.0,13967808.0,15241586.0,11606324.0,19648832.0,27066274.0,24537817.0,27956167.0,26847910.0
Japan,1998,126400000.0,62129262,64270738,9414978.0,9930331.0,13116063.0,13723121.0,12004352.0,12440644.0,14067410.0,14068232.0,15667935.0,11966934.0,19345309.0,26839184.0,24444996.0,28135642.0,27634869.0
Japan,1999,126631000.0,62214263,64416737,9267909.0,9775014.0,12941691.0,13547120.0,12019910.0,12448584.0,14094397.0,14119487.0,16092830.0,12324058.0,19042923.0,26488811.0,24468494.0,28213884.0,28416888.0
Japan,2000,126843000.0,62290265,64552735,9125863.0,9625474.0,12708375.0,13307118.0,12101367.0,12529982.0,14082700.0,14136511.0,16534430.0,12691180.0,18751337.0,26015493.0,24631349.0,28219211.0,29225610.0
Japan,2001,127149000.0,62413110,64735890,9021414.0,9514916.0,12441996.0,13032908.0,12253902.0,12684978.0,14042611.0,14111158.0,16975967.0,13069150.0,18536330.0,25474904.0,24938880.0,28153769.0,30045117.0
Japan,2002,127445000.0,62531609,64913391,8910445.0,9397981.0,12122882.0,12700544.0,12478959.0,12920765.0,13971922.0,14060137.0,17429183.0,13452182.0,18308426.0,24823426.0,25399724.0,28032059.0,30881365.0
Japan,2003,127718000.0,62639302,65078698,8800530.0,9282610.0,11772850.0,12334476.0,12739387.0,13196688.0,13863244.0,13974550.0,17902687.0,13850978.0,18083140.0,24107326.0,25936075.0,27837794.0,31753665.0
Japan,2004,127761000.0,62634487,65126513,8690318.0,9167222.0,11409730.0,11956008.0,12958610.0,13429788.0,13686213.0,13821477.0,18381642.0,14259992.0,17857540.0,23365738.0,26388398.0,27507690.0,32641634.0
Japan,2005,127773000.0,62614707,65158293,8598561.0,9071720.0,11076873.0,11612365.0,13119138.0,13600154.0,13462165.0,13621166.0,18901556.0,14709302.0,17670281.0,22689238.0,26719292.0,27083331.0,33610858.0
